species,trophic_level,Lmax,K,tm,habitat_dummy,site,mu,lower95,upper95,nutrient
Acanthurus leucosternon,-1.817475724,-0.15269014,1.575401169,-1.17949189,0,M1,20.82392686,3.622836963,57.51088025,Se
Acanthurus nigrofuscus,-1.817475724,-1.097151748,0.876854824,-1.846158557,0,M1,24.0520034,5.787365018,55.01566259,Se
Aprion virescens,0.482524276,0.576824685,-0.653075944,0.440737443,0,M1,30.82324012,13.19494787,60.96947954,Se
Cephalopholis argus,0.342524276,-0.047329624,0.485742758,-0.646158557,0,M1,27.39704156,10.64278697,39.9401138,Se
Cephalopholis leopardus,0.192524276,-0.963620356,0.485742758,-0.646158557,0,M1,28.48580029,9.970775461,47.90379279,Se
Lethrinus harak,-0.217475724,-0.229651181,0.536508133,-2.326385557,0,M1,25.09167327,6.795133823,42.44044805,Se
Lutjanus bohar,0.482524276,0.358135484,-1.083858889,3.396487443,0,M1,39.30178484,9.01616635,90.69346236,Se
Lutjanus gibbus,0.282524276,-0.229651181,0.396746188,-2.117085557,0,M1,26.06629863,5.16547816,45.49294327,Se
Scarus caudofasciatus,-1.765332867,-0.229651181,1.010960056,-0.846158557,0,M1,22.99720425,6.153580743,53.01001249,Se
Scarus frenatus,-1.817475724,-0.291526584,1.218726225,-0.846158557,0,M1,22.47926775,4.542311068,55.26048422,Se
Scarus niger,-1.817475724,-0.452794732,1.006511745,-0.846158557,0,M1,23.46117829,7.434388253,55.79719836,Se
Scarus prasiognathos,-1.765332867,0.106821056,1.010960056,-0.846158557,0,M1,22.65525758,6.593246099,54.74917051,Se
Scarus scaber,-1.817475724,-0.530756273,1.126707327,-0.846158557,0,M1,23.31317886,5.036594394,55.15235241,Se
Scarus tricolor,-1.817475724,-0.86076297,1.010960056,-0.846158557,0,M1,24.35141562,5.101188826,55.50043205,Se
Siganus stellatus,-1.117475724,-0.452794732,1.501796029,-2.346158557,0,M1,21.56532421,5.115942904,43.14689496,Se
Thalassoma hebraicum,-0.317475724,-1.00617997,1.179505512,-2.846158557,0,M1,23.62003137,4.793410583,49.01862369,Se
Leptoscarus vaigiensis,-1.517475724,-0.586326125,0.558014319,-2.346158557,0,M1,24.37809738,7.376418821,49.90668096,Se
Parupeneus barberinus,-0.417475724,-0.047329624,-0.178617998,-0.574527557,0,M1,29.12230274,14.66175912,41.7128115,Se
Parupeneus macronemus,-0.317475724,-0.452794732,1.718502013,-2.361872843,0,M1,21.50310967,5.178372697,42.82914035,Se
Scarus ghobban,-1.817475724,0.358135484,0.173602622,-1.846158557,0,M1,23.9530144,8.708761876,49.86042748,Se
Scarus rubroviolaceus,-1.817475724,0.106821056,-0.458919937,0.053841443,0,M1,28.41158445,11.01011818,62.86870478,Se
Siganus argenteus,-1.18747561,-0.452794732,0.619889724,-2.346158557,0,M1,24.29752989,9.16772068,46.89503341,Se
Lethrinus nebulosus,-0.017475724,0.324233933,-0.347694312,-0.407883557,0,M1,29.72599538,13.41638466,42.87801749,Se
Acanthurus lineatus,-0.972021179,-0.504088026,0.956361944,-2.777171557,0,M1,23.32459718,6.047813599,44.19212536,Se
Acanthurus tennentii,-1.817475724,-0.707686982,0.999190963,-1.17949189,0,M1,23.74965961,5.763990269,52.95578229,Se
Siganus sutor,-1.817475724,-0.335011696,1.043194751,-2.346158557,0,M1,21.86885304,6.281293298,49.6784594,Se
Cheilinus fasciatus,-0.447475724,-0.452794732,0.715199904,-0.666613102,0,M1,26.5550684,12.57481889,39.46305242,Se
Lethrinus mahsena,-0.417475724,0.032713084,-0.989548178,2.630896443,0,M1,37.11996109,12.53534788,76.81918364,Se
Epinephelus merra,0.562524276,-0.707686982,0.396746173,0.02050811,0,M1,29.80581211,10.90766542,47.06088326,Se
Naso elegans,-1.817475724,-0.335011696,0.316349236,1.653841443,0,M1,27.84374119,6.07897295,79.47119666,Se
Scarus falcipinnis,-1.817475724,-0.047329624,1.010960056,-0.846158557,0,M1,22.52564937,5.273805922,54.0045125,Se
Scarus globiceps,-1.817475724,-0.84583732,1.010960056,-0.846158557,0,M1,24.35774795,5.107292125,55.40203444,Se
Lethrinus lentjan,0.082524276,-0.190430468,0.941973221,-2.806512557,0,M1,23.68394512,4.904711299,44.35611553,Se
Acanthurus triostegus,-1.017475724,-0.84583732,1.313036905,-3.071646657,0,M1,22.13799198,6.419652716,49.56724045,Se
Cephalopholis miniata,0.482524276,-0.229651181,-0.894238008,2.253841443,0,M1,37.38042925,13.47881904,67.78843649,Se
Cephalopholis urodeta,0.202524276,-0.809469676,1.642340652,-0.646158557,0,M1,24.81484132,6.28033351,49.1213182,Se
Epinephelus coeruleopunctatus,0.352524276,0.189059154,-0.238845386,0.02050811,0,M1,30.6111244,14.32395503,44.14147656,Se
Scarus viridifucatus,-1.817475724,-0.335011696,1.010960056,-0.846158557,0,M1,23.11056315,5.320636113,53.53980877,Se
Epinephelus hexagonatus,0.232524276,-0.827488181,1.218726225,0.02050811,0,M1,27.14877019,6.671006181,47.09894193,Se
Lethrinus olivaceus,0.182524276,0.463496,-0.073257456,-1.298376557,0,M1,27.87723107,9.477083447,44.07906331,Se
Lutjanus kasmira,0.082524276,-0.452794732,-0.238132113,-0.538888557,0,M1,30.55832128,13.27860947,50.1647618,Se
Lethrinus enigmaticus,0.0125242,-0.134341001,-0.590772068,0.472591443,0,M1,33.15886736,16.16558166,49.30711908,Se
Lethrinus rubrioperculatus,-0.017475724,-0.229651181,-0.201090832,-0.600584557,0,M1,30.07437686,13.32316533,45.17699836,Se
Diagramma pictum,-0.117475724,0.463496,-0.097550136,-1.117029557,0,M1,27.60230759,11.14003705,41.5694259,Se
Acanthurus leucosternon,-1.817475724,-0.15269014,1.575401169,-1.17949189,1,M1,22.45088536,5.429856745,63.399402,Se
Acanthurus nigrofuscus,-1.817475724,-1.097151748,0.876854824,-1.846158557,1,M1,26.1618592,5.199633573,59.10612157,Se
Aprion virescens,0.482524276,0.576824685,-0.653075944,0.440737443,1,M1,33.59684933,11.14005959,63.47220744,Se
Cephalopholis argus,0.342524276,-0.047329624,0.485742758,-0.646158557,1,M1,29.61687891,9.758672122,44.38787928,Se
Cephalopholis leopardus,0.192524276,-0.963620356,0.485742758,-0.646158557,1,M1,31.29727344,10.00282953,52.89131363,Se
Lethrinus harak,-0.217475724,-0.229651181,0.536508133,-2.326385557,1,M1,27.31738833,6.215842503,47.1298496,Se
Lutjanus bohar,0.482524276,0.358135484,-1.083858889,3.396487443,1,M1,41.98242609,3.987555065,92.72446853,Se
Lutjanus gibbus,0.282524276,-0.229651181,0.396746188,-2.117085557,1,M1,28.48859971,5.700514696,51.04652429,Se
Scarus caudofasciatus,-1.765332867,-0.229651181,1.010960056,-0.846158557,1,M1,25.07050536,5.458385201,55.36089545,Se
Scarus frenatus,-1.817475724,-0.291526584,1.218726225,-0.846158557,1,M1,23.95071375,4.866626669,59.15074946,Se
Scarus niger,-1.817475724,-0.452794732,1.006511745,-0.846158557,1,M1,25.49904565,5.142244994,55.59882117,Se
Scarus prasiognathos,-1.765332867,0.106821056,1.010960056,-0.846158557,1,M1,24.16691663,5.75088365,56.90334962,Se
Scarus scaber,-1.817475724,-0.530756273,1.126707327,-0.846158557,1,M1,24.99471554,4.952187866,57.50401862,Se
Scarus tricolor,-1.817475724,-0.86076297,1.010960056,-0.846158557,1,M1,26.27198492,6.107002229,58.39317148,Se
Siganus stellatus,-1.117475724,-0.452794732,1.501796029,-2.346158557,1,M1,23.14188127,5.978093449,48.09787636,Se
Thalassoma hebraicum,-0.317475724,-1.00617997,1.179505512,-2.846158557,1,M1,25.19169429,3.447794288,50.87445951,Se
Leptoscarus vaigiensis,-1.517475724,-0.586326125,0.558014319,-2.346158557,1,M1,26.18748543,6.808210895,51.87911439,Se
Parupeneus barberinus,-0.417475724,-0.047329624,-0.178617998,-0.574527557,1,M1,31.57887836,16.63398167,48.54684757,Se
Parupeneus macronemus,-0.317475724,-0.452794732,1.718502013,-2.361872843,1,M1,23.34028307,5.60520594,47.55251048,Se
Scarus ghobban,-1.817475724,0.358135484,0.173602622,-1.846158557,1,M1,25.73284205,9.073100624,54.46336654,Se
Scarus rubroviolaceus,-1.817475724,0.106821056,-0.458919937,0.053841443,1,M1,30.70226977,6.808291646,64.34290259,Se
Siganus argenteus,-1.18747561,-0.452794732,0.619889724,-2.346158557,1,M1,25.89990133,7.882530514,48.40548169,Se
Lethrinus nebulosus,-0.017475724,0.324233933,-0.347694312,-0.407883557,1,M1,32.35525943,14.80136032,49.83107503,Se
Acanthurus lineatus,-0.972021179,-0.504088026,0.956361944,-2.777171557,1,M1,24.80590329,6.202299162,48.24332302,Se
Acanthurus tennentii,-1.817475724,-0.707686982,0.999190963,-1.17949189,1,M1,25.68750923,7.553636391,57.77656266,Se
Siganus sutor,-1.817475724,-0.335011696,1.043194751,-2.346158557,1,M1,23.68488837,6.202639282,51.67486469,Se
Cheilinus fasciatus,-0.447475724,-0.452794732,0.715199904,-0.666613102,1,M1,28.5061178,10.97454223,43.27739032,Se
Lethrinus mahsena,-0.417475724,0.032713084,-0.989548178,2.630896443,1,M1,39.38330496,14.13816409,84.16200305,Se
Epinephelus merra,0.562524276,-0.707686982,0.396746173,0.02050811,1,M1,32.77026819,10.86849397,53.0177346,Se
Naso elegans,-1.817475724,-0.335011696,0.316349236,1.653841443,1,M1,30.17892845,6.125195984,83.04193313,Se
Scarus falcipinnis,-1.817475724,-0.047329624,1.010960056,-0.846158557,1,M1,24.40408266,8.278536236,59.99538629,Se
Scarus globiceps,-1.817475724,-0.84583732,1.010960056,-0.846158557,1,M1,26.17454974,6.149966942,58.41197165,Se
Lethrinus lentjan,0.082524276,-0.190430468,0.941973221,-2.806512557,1,M1,25.41632286,4.662374447,48.30828112,Se
Acanthurus triostegus,-1.017475724,-0.84583732,1.313036905,-3.071646657,1,M1,23.85108365,5.123663201,50.92919183,Se
Cephalopholis miniata,0.482524276,-0.229651181,-0.894238008,2.253841443,1,M1,41.13730048,13.62686196,73.76092439,Se
Cephalopholis urodeta,0.202524276,-0.809469676,1.642340652,-0.646158557,1,M1,26.33784459,4.695105485,52.39499565,Se
Epinephelus coeruleopunctatus,0.352524276,0.189059154,-0.238845386,0.02050811,1,M1,33.32052164,12.95617319,49.88391886,Se
Scarus viridifucatus,-1.817475724,-0.335011696,1.010960056,-0.846158557,1,M1,25.24926642,5.256220747,56.3099339,Se
Epinephelus hexagonatus,0.232524276,-0.827488181,1.218726225,0.02050811,1,M1,29.14431205,7.195708473,53.75149736,Se
Lethrinus olivaceus,0.182524276,0.463496,-0.073257456,-1.298376557,1,M1,29.58120429,7.875471472,48.69024558,Se
Lutjanus kasmira,0.082524276,-0.452794732,-0.238132113,-0.538888557,1,M1,33.30027371,12.40697326,53.82026357,Se
Lethrinus enigmaticus,0.0125242,-0.134341001,-0.590772068,0.472591443,1,M1,35.81930168,15.75252252,53.85452465,Se
Lethrinus rubrioperculatus,-0.017475724,-0.229651181,-0.201090832,-0.600584557,1,M1,32.43611606,13.8006436,50.18994691,Se
Diagramma pictum,-0.117475724,0.463496,-0.097550136,-1.117029557,1,M1,29.70032672,13.61213072,49.69328481,Se
Acanthurus leucosternon,-1.786206895,-0.111537619,1.534665731,-1.262413654,0,M1,1.687625623,0.517341549,3.32747561,Zn
Acanthurus nigrofuscus,-1.786206895,-1.055999228,0.836119385,-1.929080321,0,M1,1.833642509,0.637513242,3.318314091,Zn
Aprion virescens,0.513793105,0.617977206,-0.693811383,0.357815679,0,M1,1.182031723,0.56980245,1.999894285,Zn
Cephalopholis argus,0.373793105,-0.006177103,0.445007319,-0.729080321,0,M1,1.138445211,0.587268396,1.826717056,Zn
Cephalopholis leopardus,0.223793105,-0.922467835,0.445007319,-0.729080321,0,M1,1.342848334,0.619531807,2.125417781,Zn
Lethrinus harak,-0.186206895,-0.18849866,0.495772694,-2.409307321,0,M1,1.140625064,0.427336621,1.928859891,Zn
Lutjanus bohar,0.513793105,0.399288005,-1.124594328,3.313565679,0,M1,1.462994286,0.494501378,2.917513229,Zn
Lutjanus gibbus,0.313793105,-0.18849866,0.356010749,-2.200007321,0,M1,1.046989198,0.410846738,1.769647153,Zn
Scarus caudofasciatus,-1.734064038,-0.18849866,0.970224618,-0.929080321,0,M1,1.715154263,0.753368795,3.112954367,Zn
Scarus frenatus,-1.786206895,-0.250374064,1.177990787,-0.929080321,0,M1,1.753702178,0.709402445,3.321319254,Zn
Scarus niger,-1.786206895,-0.411642211,0.965776306,-0.929080321,0,M1,1.789454474,0.802355573,3.298535012,Zn
Scarus prasiognathos,-1.734064038,0.147973577,0.970224618,-0.929080321,0,M1,1.62985828,0.713703838,2.978483191,Zn
Scarus scaber,-1.786206895,-0.489603753,1.085971888,-0.929080321,0,M1,1.798706978,0.794994342,3.409578109,Zn
Scarus tricolor,-1.786206895,-0.81961045,0.970224618,-0.929080321,0,M1,1.900318121,0.850930531,3.528845546,Zn
Siganus stellatus,-1.086206895,-0.411642211,1.461060591,-2.429080321,0,M1,1.389720759,0.44888324,2.743822457,Zn
Thalassoma hebraicum,-0.286206895,-0.965027449,1.138770074,-2.929080321,0,M1,1.243168064,0.37806073,2.361134945,Zn
Leptoscarus vaigiensis,-1.486206895,-0.545173604,0.51727888,-2.429080321,0,M1,1.53586653,0.563326248,2.756424044,Zn
Parupeneus barberinus,-0.386206895,-0.006177103,-0.219353437,-0.657449321,0,M1,1.333189657,0.694564898,2.025869264,Zn
Parupeneus macronemus,-0.286206895,-0.411642211,1.677766574,-2.444794607,0,M1,1.210293982,0.408594152,2.470166734,Zn
Scarus ghobban,-1.786206895,0.399288005,0.132867183,-1.929080321,0,M1,1.460015396,0.558554991,2.539480916,Zn
Scarus rubroviolaceus,-1.786206895,0.147973577,-0.499655376,-0.029080321,0,M1,1.758998161,0.794774864,2.899736089,Zn
Siganus argenteus,-1.156206781,-0.411642211,0.579154286,-2.429080321,0,M1,1.418467843,0.517011621,2.463330827,Zn
Lethrinus nebulosus,0.013793105,0.365386453,-0.388429751,-0.490805321,0,M1,1.183979059,0.634750427,1.812348401,Zn
Acanthurus lineatus,-0.94075235,-0.462935506,0.915626505,-2.860093321,0,M1,1.318932368,0.424669926,2.437670597,Zn
Acanthurus tennentii,-1.786206895,-0.666534461,0.958455524,-1.262413654,0,M1,1.813026862,0.768561889,3.314528996,Zn
Siganus sutor,-1.786206895,-0.293859176,1.002459312,-2.429080321,0,M1,1.568427458,0.550888238,3.03301304,Zn
Cheilinus fasciatus,-0.416206895,-0.411642211,0.674464466,-0.749534866,0,M1,1.396966254,0.619945571,2.187024683,Zn
Lethrinus mahsena,-0.386206895,0.073865605,-1.030283617,2.547974679,0,M1,1.715226273,0.652769335,3.073221175,Zn
Epinephelus merra,0.593793105,-0.666534461,0.356010734,-0.062413654,0,M1,1.28295782,0.608842748,1.993725297,Zn
Naso elegans,-1.786206895,-0.293859176,0.275613797,1.570919679,0,M1,2.120997527,0.891307907,3.852158307,Zn
Scarus falcipinnis,-1.786206895,-0.006177103,0.970224618,-0.929080321,0,M1,1.682732011,0.741543081,3.084849165,Zn
Scarus globiceps,-1.786206895,-0.804684799,0.970224618,-0.929080321,0,M1,1.897030081,0.855099822,3.532141146,Zn
Lethrinus lentjan,0.113793105,-0.149277947,0.901237782,-2.889434321,0,M1,1.015618291,0.3824871,1.930827792,Zn
Acanthurus triostegus,-0.986206895,-0.804684799,1.272301466,-3.154568421,0,M1,1.370173327,0.364262874,2.682206014,Zn
Cephalopholis miniata,0.513793105,-0.18849866,-0.934973447,2.170919679,0,M1,1.453585465,0.583556834,2.556920327,Zn
Cephalopholis urodeta,0.233793105,-0.768317155,1.601605213,-0.729080321,0,M1,1.322898538,0.462485374,2.501091546,Zn
Epinephelus coeruleopunctatus,0.383793105,0.230211675,-0.279580824,-0.062413654,0,M1,1.159991648,0.595645516,1.773708611,Zn
Scarus viridifucatus,-1.786206895,-0.293859176,0.970224618,-0.929080321,0,M1,1.756325527,0.783771166,3.232672059,Zn
Epinephelus hexagonatus,0.263793105,-0.786335661,1.177990787,-0.062413654,0,M1,1.391110178,0.578426817,2.42095235,Zn
Lethrinus olivaceus,0.213793105,0.504648521,-0.113992895,-1.381298321,0,M1,1.036343226,0.493656808,1.653336213,Zn
Lutjanus kasmira,0.113793105,-0.411642211,-0.278867552,-0.621810321,0,M1,1.288644618,0.674462241,1.997395457,Zn
Lethrinus enigmaticus,0.043793029,-0.09318848,-0.631507507,0.389669679,0,M1,1.340930587,0.628425877,2.076098595,Zn
Lethrinus rubrioperculatus,0.013793105,-0.18849866,-0.241826271,-0.683506321,0,M1,1.265858638,0.657955711,1.922030636,Zn
Diagramma pictum,-0.086206895,0.504648521,-0.138285575,-1.199951321,0,M1,1.113253003,0.533021071,1.733028502,Zn
Acanthurus leucosternon,-1.786206895,-0.111537619,1.534665731,-1.262413654,1,M1,1.866820381,0.486635225,3.771141438,Zn
Acanthurus nigrofuscus,-1.786206895,-1.055999228,0.836119385,-1.929080321,1,M1,2.074642701,0.547595909,3.90025867,Zn
Aprion virescens,0.513793105,0.617977206,-0.693811383,0.357815679,1,M1,1.323022347,0.588686616,2.353193008,Zn
Cephalopholis argus,0.373793105,-0.006177103,0.445007319,-0.729080321,1,M1,1.27654632,0.564661209,2.151063981,Zn
Cephalopholis leopardus,0.223793105,-0.922467835,0.445007319,-0.729080321,1,M1,1.517816871,0.595313844,2.53834571,Zn
Lethrinus harak,-0.186206895,-0.18849866,0.495772694,-2.409307321,1,M1,1.266447411,0.452775816,2.323229542,Zn
Lutjanus bohar,0.513793105,0.399288005,-1.124594328,3.313565679,1,M1,1.626482688,0.554449705,3.464386772,Zn
Lutjanus gibbus,0.313793105,-0.18849866,0.356010749,-2.200007321,1,M1,1.164959828,0.395810255,2.075623824,Zn
Scarus caudofasciatus,-1.734064038,-0.18849866,0.970224618,-0.929080321,1,M1,1.919416168,0.728076776,3.685919206,Zn
Scarus frenatus,-1.786206895,-0.250374064,1.177990787,-0.929080321,1,M1,1.951418814,0.635418419,3.765858398,Zn
Scarus niger,-1.786206895,-0.411642211,0.965776306,-0.929080321,1,M1,2.014093527,0.658922188,3.79733404,Zn
Scarus prasiognathos,-1.734064038,0.147973577,0.970224618,-0.929080321,1,M1,1.831691633,0.708091026,3.522212757,Zn
Scarus scaber,-1.786206895,-0.489603753,1.085971888,-0.929080321,1,M1,2.03234271,0.680564101,3.912582819,Zn
Scarus tricolor,-1.786206895,-0.81961045,0.970224618,-0.929080321,1,M1,2.154791214,0.674855717,4.059101261,Zn
Siganus stellatus,-1.086206895,-0.411642211,1.461060591,-2.429080321,1,M1,1.573710536,0.366161564,3.091893828,Zn
Thalassoma hebraicum,-0.286206895,-0.965027449,1.138770074,-2.929080321,1,M1,1.421096261,0.408662206,2.858723165,Zn
Leptoscarus vaigiensis,-1.486206895,-0.545173604,0.51727888,-2.429080321,1,M1,1.748550335,0.538715346,3.285211819,Zn
Parupeneus barberinus,-0.386206895,-0.006177103,-0.219353437,-0.657449321,1,M1,1.485650998,0.670004224,2.415467412,Zn
Parupeneus macronemus,-0.286206895,-0.411642211,1.677766574,-2.444794607,1,M1,1.356369912,0.32762376,2.664893351,Zn
Scarus ghobban,-1.786206895,0.399288005,0.132867183,-1.929080321,1,M1,1.659008268,0.501350547,2.953633401,Zn
Scarus rubroviolaceus,-1.786206895,0.147973577,-0.499655376,-0.029080321,1,M1,2.007858329,0.888503336,3.451295502,Zn
Siganus argenteus,-1.156206781,-0.411642211,0.579154286,-2.429080321,1,M1,1.602889703,0.484135035,2.91354194,Zn
Lethrinus nebulosus,0.013793105,0.365386453,-0.388429751,-0.490805321,1,M1,1.318400978,0.635501306,2.209723406,Zn
Acanthurus lineatus,-0.94075235,-0.462935506,0.915626505,-2.860093321,1,M1,1.50282901,0.344830361,2.759262987,Zn
Acanthurus tennentii,-1.786206895,-0.666534461,0.958455524,-1.262413654,1,M1,2.041425816,0.730829854,3.968115512,Zn
Siganus sutor,-1.786206895,-0.293859176,1.002459312,-2.429080321,1,M1,1.796882311,0.450357818,3.419391161,Zn
Cheilinus fasciatus,-0.416206895,-0.411642211,0.674464466,-0.749534866,1,M1,1.5843303,0.627889595,2.676373534,Zn
Lethrinus mahsena,-0.386206895,0.073865605,-1.030283617,2.547974679,1,M1,1.927534481,0.637646566,3.543357308,Zn
Epinephelus merra,0.593793105,-0.666534461,0.356010734,-0.062413654,1,M1,1.42666117,0.623959195,2.323790014,Zn
Naso elegans,-1.786206895,-0.293859176,0.275613797,1.570919679,1,M1,2.437972324,1.02023272,4.446287883,Zn
Scarus falcipinnis,-1.786206895,-0.006177103,0.970224618,-0.929080321,1,M1,1.893156464,0.74182356,3.662540345,Zn
Scarus globiceps,-1.786206895,-0.804684799,0.970224618,-0.929080321,1,M1,2.149396407,0.672679705,4.052570493,Zn
Lethrinus lentjan,0.113793105,-0.149277947,0.901237782,-2.889434321,1,M1,1.15384014,0.283169936,2.193284224,Zn
Acanthurus triostegus,-0.986206895,-0.804684799,1.272301466,-3.154568421,1,M1,1.55822446,0.329788421,3.138080047,Zn
Cephalopholis miniata,0.513793105,-0.18849866,-0.934973447,2.170919679,1,M1,1.620034778,0.596112723,2.980200379,Zn
Cephalopholis urodeta,0.233793105,-0.768317155,1.601605213,-0.729080321,1,M1,1.472040038,0.496912944,2.912809873,Zn
Epinephelus coeruleopunctatus,0.383793105,0.230211675,-0.279580824,-0.062413654,1,M1,1.289002779,0.611687859,2.11119045,Zn
Scarus viridifucatus,-1.786206895,-0.293859176,0.970224618,-0.929080321,1,M1,1.973551642,0.639771684,3.721200809,Zn
Epinephelus hexagonatus,0.263793105,-0.786335661,1.177990787,-0.062413654,1,M1,1.541453533,0.66544426,2.929926606,Zn
Lethrinus olivaceus,0.213793105,0.504648521,-0.113992895,-1.381298321,1,M1,1.148163484,0.536399251,1.985836005,Zn
Lutjanus kasmira,0.113793105,-0.411642211,-0.278867552,-0.621810321,1,M1,1.420922183,0.693033842,2.419011902,Zn
Lethrinus enigmaticus,0.043793029,-0.09318848,-0.631507507,0.389669679,1,M1,1.489221239,0.646250891,2.489720319,Zn
Lethrinus rubrioperculatus,0.013793105,-0.18849866,-0.241826271,-0.683506321,1,M1,1.398626497,0.63962071,2.303809214,Zn
Diagramma pictum,-0.086206895,0.504648521,-0.138285575,-1.199951321,1,M1,1.23737636,0.594465933,2.116204969,Zn
Acanthurus leucosternon,-1.611515143,-0.201720073,1.894432443,-1.535674203,0,M1,0.083694408,0.03302519,0.160314553,omega3
